jd,wd,type
104.09736,30.6743,15
104.08795,30.65417,42
104.0431,30.71045,7
104.04348,30.72305,6
104.07002,30.65376,37
104.04236,30.65851,32
104.06063,30.65892,11
104.10297,30.66897,16
104.10329,30.66906,16
104.07532,30.72713,19
104.08703,30.65408,18
104.06704,30.7121,13
104.10638,30.65467,27
104.09873,30.65439,23
104.04296,30.70395,0
104.08146,30.65697,17
104.10845,30.72646,12
104.04451,30.70184,41
104.06972,30.65358,37
104.06976,30.65363,37
104.04311,30.69288,29
104.11479,30.65506,1
104.09529,30.66179,35
104.12937,30.68326,50
104.05702,30.67316,25
104.04294,30.70349,0
104.07336,30.69388,55
104.08709,30.65406,18
104.04298,30.69286,29
104.07371,30.6947,55
104.05258,30.65312,56
104.04355,30.72311,6
104.04298,30.70393,0
104.0429,30.69296,29
104.06593,30.65353,22
104.07278,30.65496,2
104.09722,30.67471,15
104.07215,30.65383,30
104.12933,30.659,26
104.11484,30.655,1
104.04301,30.7039,0
104.04286,30.69288,29
104.07533,30.72721,19
104.09875,30.65442,23
104.06222,30.72676,20
104.04295,30.70397,0
104.10308,30.6704,16
104.06972,30.65369,37
104.12948,30.65907,26
104.0871,30.65405,18
104.11484,30.65507,1
104.04365,30.72318,6
104.12013,30.66822,54
104.12923,30.66858,43
104.04341,30.723,6
104.07542,30.65373,31
104.06708,30.71232,13
104.11479,30.65485,1
104.04283,30.69086,60
104.04316,30.70371,0
104.11272,30.66716,33
104.04245,30.66532,9
104.04252,30.67542,5
104.12661,30.6553,38
104.10647,30.65463,27
104.07533,30.65377,31
104.11484,30.65485,1
104.06593,30.65358,22
104.11479,30.65528,1
104.08147,30.657,17
104.04264,30.67537,5
104.12939,30.65902,26
104.11893,30.65495,59
104.06592,30.65363,22
104.10637,30.65467,27
104.09743,30.67438,15
104.08038,30.65544,17
104.08132,30.65676,17
104.08163,30.65668,17
104.04337,30.72321,6
104.11479,30.65501,1
104.11479,30.65481,1
104.12938,30.65902,26
104.062,30.72324,61
104.12946,30.66869,43
104.11484,30.65499,1
104.06974,30.6536,37
104.09736,30.65439,48
104.0439,30.72363,6
104.09744,30.67437,15
104.07351,30.65462,2
104.11479,30.65482,1
104.12914,30.68303,50
104.06593,30.65356,22
104.07223,30.65394,30
104.09871,30.65436,23
104.04232,30.66538,9
104.04746,30.72775,21
104.07203,30.65366,30
104.06593,30.65359,22
104.05215,30.685,79
104.11176,30.66688,33
104.05258,30.65313,56
104.07314,30.69471,55
104.08135,30.6568,17
104.08228,30.65398,67
104.04351,30.72307,6
104.08699,30.6541,18
104.04263,30.67839,57
104.04768,30.72743,21
104.05261,30.68467,79
104.12941,30.65904,26
104.05758,30.67292,25
104.12863,30.70652,28
104.08788,30.65407,42
104.06703,30.71202,13
104.04312,30.71046,7
104.04218,30.65522,4
104.07533,30.72726,19
104.11148,30.6668,33
104.11419,30.71116,76
104.12896,30.71537,34
104.07202,30.65365,30
104.04252,30.66528,9
104.06582,30.6538,22
104.10636,30.65468,27
104.06996,30.6539,37
104.12931,30.6832,50
104.07532,30.72711,19
104.05265,30.6532,56
104.04335,30.72319,6
104.05126,30.70191,46
104.10324,30.67002,16
104.04334,30.72318,6
104.12929,30.68318,50
104.08707,30.65406,18
104.07204,30.65367,30
104.05258,30.65313,56
104.0431,30.70708,71
104.04754,30.72736,21
104.12856,30.71548,34
104.10462,30.65459,65
104.06981,30.65369,37
104.0584,30.72754,58
104.04292,30.69713,75
104.06981,30.65381,37
104.04301,30.70367,0
104.09034,30.65433,63
104.06066,30.65789,11
104.04276,30.68449,3
104.09874,30.65441,23
104.09739,30.67446,15
104.04776,30.72731,21
104.0959,30.66215,35
104.06097,30.65394,24
104.06028,30.65344,24
104.08161,30.65724,17
104.12949,30.65907,26
104.09879,30.65449,23
104.04769,30.72742,21
104.07357,30.68582,70
104.06966,30.65361,37
104.067,30.71188,13
104.04347,30.68077,49
104.04256,30.67828,57
104.07303,30.65505,2
104.12945,30.66869,43
104.09897,30.65478,23
104.09877,30.65445,23
104.12844,30.70645,28
104.06067,30.65743,11
104.11479,30.65488,1
104.12939,30.66866,43
104.05161,30.66479,10
104.11484,30.65513,1
104.08132,30.65676,17
104.09732,30.65441,48
104.12945,30.66869,43
104.04234,30.65522,4
104.11479,30.65498,1
104.12937,30.67007,8
104.04252,30.67821,57
104.04257,30.6754,5
104.04258,30.66513,9
104.11479,30.65528,1
104.11916,30.65505,59
104.05638,30.66357,51
104.04226,30.65852,32
104.12915,30.70668,28
104.04752,30.72775,21
104.04262,30.67837,57
104.04321,30.71602,36
104.05155,30.66439,10
104.12928,30.65898,26
104.06593,30.65348,22
104.08705,30.65407,18
104.09732,30.67458,15
104.05449,30.69487,81
104.04341,30.723,6
104.04261,30.66524,9
104.07207,30.65364,30
104.11915,30.65505,59
104.04275,30.68598,44
104.04248,30.66518,9
104.04257,30.6783,57
104.0584,30.72753,58
104.08795,30.65418,42
104.10488,30.65487,65
104.04278,30.69282,29
104.08203,30.65639,17
104.05167,30.66513,10
104.06064,30.65867,11
104.10851,30.72659,12
104.04314,30.71594,36
104.05261,30.65316,56
104.08792,30.65412,42
104.04224,30.65852,32
104.06977,30.65376,37
104.04274,30.68451,3
104.07731,30.65866,62
104.12941,30.65903,26
104.06063,30.6589,11
104.04305,30.70361,0
104.07532,30.72701,19
104.05259,30.65314,56
104.09872,30.65437,23
104.04315,30.70702,71
104.04279,30.69274,29
104.0434,30.72299,6
104.0584,30.72752,58
104.10619,30.65476,27
104.04753,30.72774,21
104.09872,30.65437,23
104.05062,30.65308,64
104.10648,30.65463,27
104.11479,30.65495,1
104.07943,30.65403,17
104.08067,30.65581,17
104.09739,30.67445,15
104.10631,30.6547,27
104.04252,30.67821,57
104.04303,30.70364,0
104.08792,30.65412,42
104.10651,30.65461,27
104.08709,30.65406,18
104.0544,30.69487,81
104.08225,30.65392,67
104.06593,30.65353,22
104.043,30.6928,29
104.07532,30.72712,19
104.08093,30.65625,17
104.06064,30.65863,11
104.08703,30.65408,18
104.11479,30.65482,1
104.09876,30.65444,23
104.08007,30.65798,39
104.04338,30.72297,6
104.05258,30.65312,56
104.0871,30.65405,18
104.06985,30.65375,37
104.0705,30.6544,37
104.08708,30.65406,18
104.07203,30.65365,30
104.08694,30.65412,18
104.12915,30.71532,34
104.12911,30.72144,52
104.04301,30.7039,0
104.06981,30.65369,37
104.07329,30.65472,2
104.04271,30.68456,3
104.10496,30.65513,65
104.0429,30.69281,29
104.04319,30.71601,36
104.07743,30.65852,62
104.04276,30.69272,29
104.09873,30.65439,23
104.05153,30.66432,10
104.06593,30.65352,22
104.062,30.7229,61
104.1254,30.67088,82
104.07532,30.72712,19
104.0526,30.65314,56
104.1266,30.65523,38
104.07203,30.65367,30
104.04233,30.66537,9
104.09874,30.65441,23
104.06964,30.65358,37
104.06023,30.65335,24
104.12947,30.65907,26
104.06024,30.65338,24
104.08152,30.65674,17
104.05259,30.65313,56
104.1286,30.71547,34
104.10651,30.65461,27
104.08723,30.67725,66
104.0758,30.68505,72
104.07535,30.65376,31
104.04329,30.72314,6
104.12917,30.66855,43
104.11078,30.6549,73
104.07714,30.65844,62
104.07207,30.6537,30
104.04238,30.66535,9
104.04757,30.72765,21
104.04338,30.72297,6
104.12936,30.66864,43
104.11484,30.65494,1
104.06222,30.7269,20
104.06027,30.65342,24
104.07321,30.68553,70
104.04517,30.70162,41
104.04263,30.68109,49
104.05044,30.6531,64
104.08161,30.65723,17
104.06983,30.65372,37
104.04265,30.68463,3
104.11479,30.65485,1
104.04247,30.6653,9
104.04261,30.67538,5
104.05258,30.65312,56
104.07519,30.65383,31
104.07295,30.69455,55
104.10299,30.66897,16
104.07533,30.65377,31
104.06965,30.65359,37
104.05276,30.65336,56
104.06066,30.65786,11
104.04317,30.71599,36
104.05258,30.65312,56
104.11479,30.65483,1
104.05261,30.65316,56
104.12915,30.71412,14
104.04309,30.70358,0
104.04232,30.66527,9
104.07533,30.72723,19
104.04373,30.68392,3
104.06969,30.65365,37
104.06571,30.65361,22
104.062,30.72297,61
104.12031,30.66779,54
104.11479,30.65487,1
104.07532,30.7271,19
104.06063,30.65881,11
104.05265,30.6532,56
104.09886,30.6546,23
104.04301,30.7039,0
104.06022,30.65334,24
104.12906,30.71534,34
104.07525,30.6538,31
104.08689,30.65415,18
104.09737,30.6745,15
104.06064,30.65855,11
104.043,30.70352,0
104.06575,30.65365,22
104.07686,30.65857,62
104.12913,30.71409,14
104.04333,30.72293,6
104.04352,30.72308,6
104.12942,30.66867,43
104.05154,30.66437,10
104.04228,30.65852,32
104.08685,30.65416,18
104.05438,30.6945,81
104.06593,30.65357,22
104.04219,30.65522,4
104.08124,30.65664,17
104.06167,30.65347,40
104.11484,30.65497,1
104.12945,30.65905,26
104.07533,30.72718,19
104.07336,30.69379,55
104.05124,30.66366,10
104.04252,30.6782,57
104.09871,30.65436,23
104.04301,30.66482,9
104.05271,30.65329,56
104.06584,30.65371,22
104.11479,30.65508,1
104.0476,30.72758,21
104.07367,30.68578,70
104.06968,30.65363,37
104.11182,30.66719,33
104.07315,30.65478,2
104.08715,30.67712,66
104.06582,30.65384,22
104.08026,30.65498,17
104.06704,30.71208,13
104.10855,30.7267,12
104.04331,30.72292,6
104.10306,30.67046,16
104.04769,30.72741,21
104.08705,30.65407,18
104.04295,30.70397,0
104.08707,30.65407,18
104.11479,30.65506,1
104.07402,30.65448,2
104.12661,30.6553,38
104.08789,30.65409,42
104.08708,30.65406,18
104.08723,30.67724,66
104.06064,30.65839,11
104.04294,30.70349,0
104.0754,30.65374,31
104.05764,30.67248,25
104.09738,30.67425,15
104.04279,30.69288,29
104.12937,30.65902,26
104.06981,30.65382,37
104.04276,30.68449,3
104.08041,30.65549,17
104.04473,30.70157,41
104.10858,30.72678,12
104.08225,30.65393,67
104.12938,30.68327,50
104.0423,30.65851,32
104.06978,30.65366,37
104.04322,30.71604,36
104.07898,30.65384,17
104.04284,30.69286,29
104.04306,30.7036,0
104.11902,30.655,59
104.04348,30.72329,6
104.08696,30.65411,18
104.11484,30.65488,1
104.12014,30.66821,54
104.04266,30.68587,44
104.12917,30.70669,28
104.04748,30.7277,21
104.09743,30.65436,48
104.04254,30.66527,9
104.05163,30.66492,10
104.0718,30.65379,30
104.04297,30.70394,0
104.07526,30.6538,31
104.11479,30.6551,1
104.08788,30.65408,42
104.10637,30.65467,27
104.04327,30.72289,6
104.12948,30.6687,43
104.06037,30.65359,24
104.04333,30.72294,6
104.06556,30.6536,22
104.06079,30.65672,11
104.05268,30.65325,56
104.12958,30.6554,78
104.12028,30.66785,54
104.1148,30.65583,1
104.04307,30.70382,0
104.06975,30.65361,37
104.04295,30.70349,0
104.06975,30.65361,37
104.07551,30.68515,72
104.06021,30.65332,24
104.10858,30.72678,12
104.04296,30.7035,0
104.08705,30.65407,18
104.07759,30.65845,62
104.04295,30.69299,29
104.04327,30.72313,6
104.09737,30.65439,48
104.04322,30.69317,29
104.08023,30.65523,17
104.0754,30.65374,31
104.11187,30.66706,33
104.08695,30.65412,18
104.06701,30.71191,13
104.12029,30.66793,54
104.04257,30.66526,9
104.10484,30.65493,65
104.06026,30.6534,24
104.04334,30.68472,3
104.06992,30.65384,37
104.12609,30.6712,82
104.06078,30.65813,11
104.06063,30.65899,11
104.04248,30.67544,5
104.04277,30.68448,3
104.04492,30.70133,41
104.04356,30.72335,6
104.09031,30.65425,63
104.11479,30.65506,1
104.1063,30.65471,27
104.04969,30.6532,64
104.04363,30.69334,29
104.04337,30.72297,6
104.09875,30.65442,23
104.04221,30.65853,32
104.12878,30.70656,28
104.04329,30.72314,6
104.05849,30.72754,58
104.0799,30.65461,17
104.0548,30.69453,81
104.06182,30.65347,40
104.04259,30.67832,57
104.11484,30.65487,1
104.06593,30.65361,22
104.08707,30.65406,18
104.06024,30.65338,24
104.04271,30.68611,44
104.04252,30.6782,57
104.11246,30.71528,80
104.04295,30.70397,0
104.07336,30.69418,55
104.04266,30.68588,44
104.06222,30.72733,20
104.10856,30.72672,12
104.10645,30.65464,27
104.04257,30.66525,9
104.06582,30.65361,22
104.07533,30.65377,31
104.12935,30.68324,50
104.12929,30.66861,43
104.07842,30.65819,45
104.07208,30.65372,30
104.09717,30.67476,15
104.04263,30.66523,9
104.043,30.70391,0
104.08108,30.6564,17
104.11479,30.6554,1
104.08699,30.6541,18
104.0823,30.65401,67
104.10641,30.65466,27
104.04344,30.72302,6
104.04267,30.6846,3
104.0476,30.72758,21
104.06064,30.65852,11
104.08697,30.65411,18
104.04283,30.69291,29
104.12932,30.68321,50
104.04326,30.72288,6
104.11479,30.6552,1
104.12777,30.71566,34
104.07857,30.65802,45
104.06976,30.65363,37
104.0603,30.65346,24
104.06017,30.65341,24
104.06025,30.6534,24
104.04756,30.7275,21
104.06023,30.65336,24
104.04294,30.69293,29
104.04344,30.72302,6
104.04225,30.65852,32
104.07884,30.65801,45
104.11479,30.65535,1
104.04329,30.71048,7
104.1266,30.65521,38
104.10655,30.6546,27
104.07954,30.65418,17
104.11424,30.71164,76
104.0427,30.68456,3
104.09877,30.65445,23
104.06066,30.65779,11
104.10246,30.66881,16
104.04338,30.72298,6
104.04344,30.72302,6
104.09871,30.65436,23
104.05631,30.66315,51
104.08195,30.65393,67
104.11484,30.65484,1
104.07986,30.65456,17
104.04276,30.68449,3
104.12887,30.7154,34
104.11461,30.65514,1
104.08195,30.65392,67
104.04268,30.66509,9
104.062,30.72307,61
104.04299,30.70392,0
104.05699,30.67317,25
104.06592,30.6545,22
104.04352,30.72308,6
104.04261,30.67835,57
104.04235,30.66536,9
104.08709,30.65406,18
104.08176,30.65662,17
104.0779,30.65816,45
104.06057,30.65856,11
104.04766,30.72746,21
104.04247,30.66519,9
104.04258,30.67539,5
104.10859,30.72679,12
104.07351,30.65461,2
104.04254,30.67825,57
104.10649,30.65462,27
104.05258,30.65313,56
104.04336,30.72296,6
104.10353,30.66932,16
104.07339,30.68629,70
104.06593,30.6535,22
104.11479,30.65486,1
104.08149,30.65704,17
104.0425,30.67543,5
104.12934,30.68323,50
104.04252,30.67821,57
104.07997,30.65476,17
104.08156,30.65715,17
104.04232,30.65851,32
104.08693,30.65413,18
104.10376,30.66873,16
104.04288,30.69272,29
104.08164,30.65694,17
104.06055,30.65372,24
104.08013,30.65509,17
104.11209,30.66698,33
104.12037,30.66763,54
104.05849,30.72758,58
104.08685,30.65417,18
104.09749,30.65433,48
104.04326,30.72289,6
104.08696,30.65411,18
104.09875,30.65443,23
104.04294,30.70349,0
104.07534,30.65376,31
104.10847,30.7265,12
104.10859,30.72679,12
104.08609,30.65453,18
104.09878,30.65447,23
104.0431,30.70378,0
104.05111,30.70182,46
104.04318,30.70369,0
104.04356,30.72311,6
104.09743,30.67417,15
104.07208,30.65372,30
104.04509,30.70157,41
104.09873,30.65438,23
104.0432,30.71602,36
104.07533,30.72722,19
104.10643,30.65465,27
104.07592,30.685,72
104.08063,30.65576,17
104.08204,30.65405,67
104.08227,30.65396,67
104.07883,30.6579,45
104.06176,30.65342,40
104.0903,30.65422,63
104.04254,30.66527,9
104.06024,30.65337,24
104.05171,30.66534,10
104.04312,30.69288,29
104.04339,30.67874,57
104.08196,30.65642,17
104.04251,30.65522,4
104.06024,30.65338,24
104.12941,30.66867,43
104.07965,30.65762,39
104.06023,30.65336,24
104.0873,30.67734,66
104.04278,30.69282,29
104.06067,30.65737,11
104.04256,30.66515,9
104.07724,30.65859,62
104.10651,30.65461,27
104.08698,30.6541,18
104.0422,30.65853,32
104.09873,30.65439,23
104.04253,30.67823,57
104.12949,30.65907,26
104.10342,30.6691,16
104.07325,30.69414,55
104.05494,30.66076,47
104.04274,30.68596,44
104.0429,30.67524,5
104.10858,30.72678,12
104.04261,30.66524,9
104.11479,30.6548,1
104.04215,30.65521,4
104.04326,30.72312,6
104.04255,30.67825,57
104.04256,30.67827,57
104.04352,30.72308,6
104.08799,30.65423,42
104.07533,30.65377,31
104.07542,30.65373,31
104.09721,30.67398,15
104.05743,30.67298,25
104.043,30.69302,29
104.05689,30.67312,25
104.04759,30.7276,21
104.12885,30.7154,34
104.12032,30.66775,54
104.12916,30.70669,28
104.04324,30.7036,0
104.11419,30.71111,76
104.06973,30.65359,37
104.09873,30.65439,23
104.06028,30.65344,24
104.07504,30.654,31
104.04753,30.72774,21
104.10245,30.66881,16
104.04281,30.68442,3
104.05129,30.66374,10
104.09741,30.67465,15
104.10382,30.66858,16
104.04225,30.65852,32
104.06589,30.65365,22
104.09749,30.67429,15
104.10625,30.65473,27
104.04221,30.65853,32
104.04256,30.6754,5
104.04756,30.72751,21
104.07209,30.65373,30
104.04315,30.71046,7
104.04294,30.69298,29
104.0815,30.65704,17
104.08065,30.65579,17
104.04344,30.72326,6
104.06984,30.65373,37
104.04256,30.66515,9
104.11202,30.66759,33
104.0734,30.69459,55
104.04289,30.6929,29
104.11946,30.65519,59
104.07533,30.72726,19
104.08114,30.65649,17
104.11486,30.65554,1
104.0427,30.66508,9
104.04254,30.67824,57
104.04741,30.72765,21
104.09736,30.65439,48
104.04263,30.66523,9
104.06984,30.65373,37
104.07203,30.65366,30
104.05259,30.65314,56
104.09874,30.65441,23
104.04235,30.65851,32
104.04265,30.68463,3
104.06222,30.72744,20
104.04221,30.65853,32
104.05159,30.66462,10
104.04264,30.68464,3
104.12875,30.71543,34
104.07526,30.6538,31
104.04295,30.70397,0
104.08226,30.65394,67
104.12934,30.68323,50
104.04246,30.65522,4
104.0424,30.66534,9
104.06222,30.7275,20
104.12934,30.66863,43
104.0802,30.6552,17
104.08014,30.65729,39
104.0794,30.65387,17
104.08155,30.65713,17
104.07316,30.68618,70
104.04292,30.69275,29
104.04295,30.69277,29
104.06076,30.65935,11
104.0426,30.67538,5
104.07755,30.65857,62
104.0475,30.72765,21
104.1289,30.71539,34
104.06175,30.65343,40
104.04317,30.71599,36
104.04309,30.69303,29
104.04248,30.66518,9
104.12909,30.66851,43
104.10458,30.65453,65
104.06076,30.65693,11
104.04301,30.70389,0
104.04328,30.7229,6
104.08684,30.65417,18
104.09738,30.67447,15
104.12933,30.68322,50
104.11485,30.65516,1
104.06985,30.65374,37
104.04276,30.6753,5
104.04265,30.68463,3
104.06581,30.6547,22
104.0754,30.65374,31
104.06593,30.6536,22
104.10855,30.7267,12
104.06063,30.65877,11
104.04233,30.66537,9
104.0428,30.68444,3
104.08138,30.65684,17
104.04279,30.68445,3
104.04275,30.6845,3
104.04341,30.6808,49
104.08154,30.65711,17
104.11479,30.65527,1
104.10376,30.6692,16
104.04284,30.69292,29
104.04268,30.67534,5
104.1266,30.65515,38
104.04273,30.68453,3
104.08095,30.65621,17
104.10472,30.65474,65
104.04252,30.66516,9
104.04294,30.70349,0
104.12929,30.68318,50
104.07538,30.65375,31
104.09873,30.65439,23
104.11484,30.65511,1
104.04303,30.70354,0
104.12941,30.66867,43
104.10363,30.66917,16
104.0427,30.67534,5
104.06964,30.65359,37
104.06613,30.65354,22
104.04298,30.69296,29
104.11485,30.65525,1
104.12899,30.71536,34
104.12939,30.66866,43
104.10351,30.66936,16
104.11479,30.65501,1
104.0973,30.67462,15
104.04301,30.7039,0
104.08711,30.65405,18
104.07537,30.65375,31
104.0974,30.67465,15
104.1085,30.72658,12
104.09876,30.65444,23
104.05719,30.67308,25
104.08796,30.65419,42
104.06064,30.6584,11
104.04274,30.68452,3
104.11479,30.65489,1
104.06974,30.65371,37
104.11484,30.65502,1
104.08233,30.65405,67
104.08702,30.65409,18
104.1031,30.67037,16
104.08128,30.65673,17
104.12892,30.71538,34
104.12935,30.68324,50
104.07206,30.65365,30
104.09454,30.66058,74
104.1266,30.65517,38
104.04287,30.69293,29
104.11479,30.65519,1
104.04257,30.67828,57
104.04333,30.72317,6
104.10853,30.72664,12
104.04756,30.72732,21
104.04331,30.72315,6
104.08794,30.65416,42
104.04274,30.68452,3
104.10312,30.67031,16
104.04368,30.7232,6
104.04266,30.68461,3
104.04276,30.6928,29
104.04285,30.69292,29
104.09876,30.65444,23
104.12791,30.71563,34
104.04315,30.71597,36
104.07866,30.65798,45
104.08793,30.65414,42
104.09733,30.67456,15
104.10827,30.726,12
104.12906,30.72145,52
104.10289,30.66894,16
104.10645,30.65464,27
104.04758,30.72762,21
104.08007,30.65501,17
104.04296,30.70395,0
104.08146,30.65698,17
104.04372,30.6933,29
104.12831,30.71554,34
104.11479,30.6548,1
104.0427,30.67533,5
104.04286,30.69288,29
104.11479,30.65483,1
104.0476,30.72741,21
104.12936,30.68325,50
104.08,30.65489,17
104.08014,30.6551,17
104.07301,30.65485,2
104.0813,30.65673,17
104.12905,30.66849,43
104.08141,30.6569,17
104.05261,30.65316,56
104.12947,30.6699,8
104.11484,30.65501,1
104.04287,30.69294,29
104.08041,30.65543,17
104.05258,30.65312,56
104.12027,30.66788,54
104.10651,30.65461,27
104.10646,30.65463,27
104.04265,30.66522,9
104.04295,30.70349,0
104.04303,30.69708,75
104.04236,30.66536,9
104.11517,30.65611,1
104.08696,30.65412,18
104.08093,30.65618,17
104.04755,30.72769,21
104.10345,30.66951,16
104.06763,30.71237,13
104.12877,30.71525,34
104.06575,30.65393,22
104.11479,30.65564,1
104.09886,30.6546,23
104.11486,30.6559,1
104.05848,30.72737,58
104.06978,30.65365,37
104.11484,30.65489,1
104.12903,30.65518,78
104.06221,30.72642,20
104.06032,30.6535,24
104.06031,30.6535,24
104.06593,30.65351,22
104.04292,30.69297,29
104.04271,30.68456,3
104.04266,30.68461,3
104.09873,30.6544,23
104.1293,30.65899,26
104.10853,30.72665,12
104.06592,30.65365,22
104.08794,30.65416,42
104.07209,30.65373,30
104.09502,30.66128,35
104.04295,30.70073,53
104.06028,30.65344,24
104.07225,30.69455,55
104.11273,30.71524,80
104.08683,30.65417,18
104.11479,30.65499,1
104.04268,30.68459,3
104.04754,30.72736,21
104.04762,30.72755,21
104.04267,30.6846,3
104.07212,30.65378,30
104.11479,30.65481,1
104.06992,30.65396,37
